	Tweet ID	Tweet	(1) Very Negative	(2) Negative	(3) Neutral	(4) Positive	(5) Strongly Positive	NA	Majority	masked_tweet	insert_tweet	num_vulgar
1570	604112247460245506	i'm just so damn happy	0	0	1	2	4	0	5	i'm just so <VG> happy	i'm just so damn <VG> happy	1
1571	624266780358377472	a quick trip to hell amp back today with emiej took hell road and not the highwaytohell somanyjokes <URL>	1	2	4	1	0	0	3	a quick trip to <VG> amp back today with emiej took <VG> road and not the highwaytohell somanyjokes <URL>	a quick trip to hell <VG> amp back today with emiej took hell <VG> road and not the highwaytohell somanyjokes <URL>	2
1572	553986874994610176	tbt get your ass to practice lmao happy birthday kivett stay clowning trustthex <USER> <URL>	0	1	1	2	2	2	3	tbt get your <VG> to practice lmao happy birthday kivett stay clowning trustthex <USER> <URL>	tbt get your ass <VG> to practice lmao happy birthday kivett stay clowning trustthex <USER> <URL>	1
1573	930640284056088576	all i get from this is that dicks are out of control we better watch out for the vagina uprising <URL>	2	6	0	0	0	0	2	all i get from this is that <VG> are out of control we better watch out for the vagina uprising <URL>	all i get from this is that dicks <VG> are out of control we better watch out for the vagina uprising <URL>	1
1574	881911417745616901	<USER> this is bullshit wanna fight	6	2	0	0	0	0	1	<USER> this is <VG> wanna fight	<USER> this is bullshit <VG> wanna fight	1
1575	600435746122641408	i have the greatest boyfriend ever he took me to breakfast at cracker barrel and then fishing he's <URL>	0	0	0	1	7	0	5	i have the greatest boyfriend ever he took me to breakfast at <VG> barrel and then fishing he's <URL>	i have the greatest boyfriend ever he took me to breakfast at cracker <VG> barrel and then fishing he's <URL>	1
1576	530546470185758721	<USER> <USER> <USER> <USER> 2/3 bare minimum amp just vote shit i was the classic brooding grunge girl amp i've been	1	1	2	2	0	2	2	<USER> <USER> <USER> <USER> 2/3 bare minimum amp just vote <VG> i was the classic brooding grunge girl amp i've been	<USER> <USER> <USER> <USER> 2/3 bare minimum amp just vote shit <VG> i was the classic brooding grunge girl amp i've been	1
1577	327286636494876672	this paper is kicking my ass	0	8	0	0	0	0	2	this paper is kicking my <VG>	this paper is kicking my ass <VG>	1
1578	676178407638433796	<USER> who we fucking up	4	4	0	0	0	0	2	<USER> who we <VG> up	<USER> who we fucking <VG> up	1
1579	299949110608424961	while i believe that christopher dorner was wronged by the corrupt ass lapd he stopped being a victim when he started killing people	3	3	1	1	0	0	2	while i believe that christopher dorner was wronged by the corrupt <VG> lapd he stopped being a victim when he started killing people	while i believe that christopher dorner was wronged by the corrupt ass <VG> lapd he stopped being a victim when he started killing people	1
1580	725719635639853056	jones good ass bbq amp foot massage nope <URL>	0	1	3	2	2	0	3	jones good <VG> bbq amp foot massage nope <URL>	jones good ass <VG> bbq amp foot massage nope <URL>	1
1581	440394750722445312	it's 1 am what the hell am i doing with my life	1	4	2	0	0	0	2	it's 1 am what the <VG> am i doing with my life	it's 1 am what the hell <VG> am i doing with my life	1
1582	817870771154485248	follow the money robert reich explains exactly why russia owns trump's ass <URL> impearchtrump putinspuppet resist	0	3	4	0	0	0	3	follow the money robert reich explains exactly why russia owns trump's <VG> <URL> impearchtrump putinspuppet resist	follow the money robert reich explains exactly why russia owns trump's ass <VG> <URL> impearchtrump putinspuppet resist	1
1583	911338009743654912	touch my dog i'll fuck you up <URL>	3	3	0	1	0	0	2	touch my dog i'll <VG> you up <URL>	touch my dog i'll fuck <VG> you up <URL>	1
1584	868068464879181824	<USER> <USER> he lied to you no shit	0	5	2	0	0	0	2	<USER> <USER> he lied to you no <VG>	<USER> <USER> he lied to you no shit <VG>	1
1585	234827976846491650	just kiss my ass	1	5	1	0	0	0	2	just kiss my <VG>	just kiss my ass <VG>	1
1586	612711958945660928	<USER> <USER> ba-dum chink	0	1	4	1	0	1	3	<USER> <USER> ba-dum <VG>	<USER> <USER> ba-dum chink <VG>	1
1587	336706206750105600	ill fuck your mind  and won't stop until you cum 	1	3	2	1	0	0	2	ill <VG> your mind  and won't stop until you cum 	ill fuck <VG> your mind  and won't stop until you cum 	1
1588	699423096856514561	about to go wreck shit ref used lmao <URL>	0	5	2	0	0	0	2	about to go wreck <VG> ref used lmao <URL>	about to go wreck shit <VG> ref used lmao <URL>	1
1589	603268886566404096	<USER> <USER> yeah turns out its ea faults cause they decided to abandon them and i'm pissed	1	5	1	0	0	0	2	<USER> <USER> yeah turns out its ea faults cause they decided to abandon them and i'm <VG>	<USER> <USER> yeah turns out its ea faults cause they decided to abandon them and i'm pissed <VG>	1
1590	291391005117272066	i just want to go to bed but i have shit to do	0	5	2	0	0	0	2	i just want to go to bed but i have <VG> to do	i just want to go to bed but i have shit <VG> to do	1
1591	395015565510594560	nothing new under the sun controversial teen dance crazes that pissed off parents throughout history <URL> <USER>	1	3	4	0	0	0	3	nothing new under the sun controversial teen dance crazes that <VG> off parents throughout history <URL> <USER>	nothing new under the sun controversial teen dance crazes that pissed <VG> off parents throughout history <URL> <USER>	1
1592	810047588812673025	<USER> rly tho you are the only good thing in this hell space	0	1	2	4	0	1	4	<USER> rly tho you are the only good thing in this <VG> space	<USER> rly tho you are the only good thing in this hell <VG> space	1
1593	410498841830371328	too many people have their heads so far buried in the sand that they would not know the truth is it bit them in the arse geteducated	3	3	2	0	0	0	2	too many people have their heads so far buried in the sand that they would not know the truth is it bit them in the <VG> geteducated	too many people have their heads so far buried in the sand that they would not know the truth is it bit them in the arse <VG> geteducated	1
1594	366655976251736066	"<USER> lol....""although you pissed me off"	1	6	0	0	0	1	2	"<USER> lol....""although you <VG> me off"	"<USER> lol....""although you pissed <VG> me off"	1
1595	195214810412105728	a day's not successful until you manage to piss everyone off that's how you know you have succeeded today	2	3	2	1	0	0	2	a day's not successful until you manage to <VG> everyone off that's how you know you have succeeded today	a day's not successful until you manage to piss <VG> everyone off that's how you know you have succeeded today	1
1596	421645240328781824	kinda pissed off right now	2	6	0	0	0	0	2	kinda <VG> off right now	kinda pissed <VG> off right now	1
1597	820266619750535169	<USER> <USER> i'm pissed i'm up rn	3	5	0	0	0	0	2	<USER> <USER> i'm <VG> i'm up rn	<USER> <USER> i'm pissed <VG> i'm up rn	1
1598	680297058746642432	<USER> makingamurderer makes me feel good as a southerner shows there is a bunch of dumbass trailer trash living up north	1	2	3	2	0	0	3	<USER> makingamurderer makes me feel good as a southerner shows there is a bunch of <VG> trailer trash living up north	<USER> makingamurderer makes me feel good as a southerner shows there is a bunch of dumbass <VG> trailer trash living up north	1
1599	695200471947046912	gt;&gt;&gt have you seen this 2013 kick ass wake up call video gt <URL>	0	0	3	4	0	1	4	gt;&gt;&gt have you seen this 2013 kick <VG> wake up call video gt <URL>	gt;&gt;&gt have you seen this 2013 kick ass <VG> wake up call video gt <URL>	1
1600	937538036698664960	<USER> stop blaming the refs tnf against the panthers was a shit show eagles did this to themselves tonigh <URL>	1	6	1	0	0	0	2	<USER> stop blaming the refs tnf against the panthers was a <VG> show eagles did this to themselves tonigh <URL>	<USER> stop blaming the refs tnf against the panthers was a shit <VG> show eagles did this to themselves tonigh <URL>	1
1601	700087183961628672	fastmoney another dumb ass tim doesn't know how software works get your head right cnbc	7	1	0	0	0	0	1	fastmoney another dumb <VG> tim doesn't know how software works get your head right cnbc	fastmoney another dumb ass <VG> tim doesn't know how software works get your head right cnbc	1
1602	695763419883048960	i remember feeling like hell somuchmore johnsons sponsored <URL>	0	6	2	0	0	0	2	i remember feeling like <VG> somuchmore johnsons sponsored <URL>	i remember feeling like hell <VG> somuchmore johnsons sponsored <URL>	1
1603	452290794708533248	photoset collections that are raw as fuck elie saab s/s 2014 <URL>	0	1	6	1	0	0	3	photoset collections that are raw as <VG> elie saab s/s 2014 <URL>	photoset collections that are raw as fuck <VG> elie saab s/s 2014 <URL>	1
1604	141869649041170432	today i have no classes or anything until work at 3 however i'm up at 8 and going to cracker barrel notsleeping	0	2	2	3	1	0	3	today i have no classes or anything until work at 3 however i'm up at 8 and going to <VG> barrel notsleeping	today i have no classes or anything until work at 3 however i'm up at 8 and going to cracker <VG> barrel notsleeping	1
1605	359261084311498752	enough of this trayvon shit already the zimmerman was found notguilty	1	6	1	0	0	0	2	enough of this trayvon <VG> already the zimmerman was found notguilty	enough of this trayvon shit <VG> already the zimmerman was found notguilty	1
1606	819698956640854017	<USER> any chance of legendsoftomorrow wave 2 pops since it was just approved for season 3 need rip mick and amaya askfunko	0	0	7	1	0	0	3	<USER> any chance of legendsoftomorrow wave 2 pops since it was just approved for season 3 need rip <VG> and amaya askfunko	<USER> any chance of legendsoftomorrow wave 2 pops since it was just approved for season 3 need rip mick <VG> and amaya askfunko	1
1607	510779174844657665	unfortunately yahoo fantasy doesn't have likelihood of beating the shit out of a family member as a sortable stat	0	7	1	0	0	0	2	unfortunately yahoo fantasy doesn't have likelihood of beating the <VG> out of a family member as a sortable stat	unfortunately yahoo fantasy doesn't have likelihood of beating the shit <VG> out of a family member as a sortable stat	1
1608	930790129874108416	this fever kicking my ass	1	6	1	0	0	0	2	this fever kicking my <VG>	this fever kicking my ass <VG>	1
1609	804140326420119552	<USER> <USER> why is this shit showing up on my twitter feed skol phuk yourself <USER> <URL>	3	5	0	0	0	0	2	<USER> <USER> why is this <VG> showing up on my twitter feed skol phuk yourself <USER> <URL>	<USER> <USER> why is this shit <VG> showing up on my twitter feed skol phuk yourself <USER> <URL>	1
1610	247897394480566272	<USER> <USER> well ain't that a damn shame	0	3	4	0	0	0	3	<USER> <USER> well ain't that a <VG> shame	<USER> <USER> well ain't that a damn <VG> shame	1
1611	15284471985082368	<USER> <USER> that is my son's name no other mick in his school	0	1	6	0	0	0	3	<USER> <USER> that is my son's name no other <VG> in his school	<USER> <USER> that is my son's name no other mick <VG> in his school	1
1612	696943737931505665	<USER> <USER> terminal lack of pussy	1	4	2	0	0	0	2	<USER> <USER> terminal lack of <VG>	<USER> <USER> terminal lack of pussy <VG>	1
1613	513104820211695616	<USER> come see us it's fun damn it pleaseretweet <URL> merriville	0	0	2	5	0	0	4	<USER> come see us it's fun <VG> it pleaseretweet <URL> merriville	<USER> come see us it's fun damn <VG> it pleaseretweet <URL> merriville	1
1614	591432184344510465	we retitled my hps class to how not to be an ass and other life skills	0	3	2	2	0	0	3	we retitled my hps class to how not to be an <VG> and other life skills	we retitled my hps class to how not to be an ass <VG> and other life skills	1
1615	620688704592424960	do no harm but take no shit unknown via <USER>	0	2	3	2	0	0	3	do no harm but take no <VG> unknown via <USER>	do no harm but take no shit <VG> unknown via <USER>	1
1616	107087534022082560	everytime i go do my hair it is an 8 hr ordeal and i kno this yet i always do somethin rite before to make me tired as hell and miserable	1	4	2	0	0	0	2	everytime i go do my hair it is an 8 hr ordeal and i kno this yet i always do somethin rite before to make me tired as <VG> and miserable	everytime i go do my hair it is an 8 hr ordeal and i kno this yet i always do somethin rite before to make me tired as hell <VG> and miserable	1
1617	281152258371104769	hs students:tell the popular kids to stop being such dicks to the odd kids or the ones they don't understand <URL>	2	3	2	1	0	0	2	hs students:tell the popular kids to stop being such <VG> to the odd kids or the ones they don't understand <URL>	hs students:tell the popular kids to stop being such dicks <VG> to the odd kids or the ones they don't understand <URL>	1
1618	577200520462516224	what the hell sale lovely green nc beach glass by betsstuff <URL> via <USER>	0	1	3	4	0	0	4	what the <VG> sale lovely green nc beach glass by betsstuff <URL> via <USER>	what the hell <VG> sale lovely green nc beach glass by betsstuff <URL> via <USER>	1
1619	824615071548641280	waiting for evil salamanca twins to crawl up from mexico and kick some potus ass	2	3	2	1	0	0	2	waiting for evil salamanca twins to crawl up from mexico and kick some potus <VG>	waiting for evil salamanca twins to crawl up from mexico and kick some potus ass <VG>	1
1620	240480952122486784	russia stop hunting pussy riot members  act w <USER> <URL>	2	4	2	0	0	0	2	russia stop hunting <VG> riot members  act w <USER> <URL>	russia stop hunting pussy <VG> riot members  act w <USER> <URL>	1
1621	206636127950602240	y is life so fucked up	2	6	0	0	0	0	2	y is life so <VG> up	y is life so fucked <VG> up	1
1622	638478132614291456	honestly drake i don't know how that shit goes	0	5	3	0	0	0	2	honestly drake i don't know how that <VG> goes	honestly drake i don't know how that shit <VG> goes	1
1623	482949034991448064	damn you ulta for being out of the nyx macaroons lipsticks	1	7	0	0	0	0	2	<VG> you ulta for being out of the nyx macaroons lipsticks	damn <VG> you ulta for being out of the nyx macaroons lipsticks	1
1624	379812130364465152	<USER> lucky i'm still pissed cause last year i bought wildcard tickets and then they just had to go and win the freaking division ha	1	3	2	2	0	0	3	<USER> lucky i'm still <VG> cause last year i bought wildcard tickets and then they just had to go and win the freaking division ha	<USER> lucky i'm still pissed <VG> cause last year i bought wildcard tickets and then they just had to go and win the freaking division ha	1
1625	385503864188702720	why do i always pick girlfriends that just use me for free housing amp food amp do not give a damn about me at all like brandi or brittany 	4	4	0	0	0	0	2	why do i always pick girlfriends that just use me for free housing amp food amp do not give a <VG> about me at all like brandi or brittany 	why do i always pick girlfriends that just use me for free housing amp food amp do not give a damn <VG> about me at all like brandi or brittany 	1
1626	146440221595140097	somebodytellmewhen he stops being an ass	3	6	0	0	0	0	2	somebodytellmewhen he stops being an <VG>	somebodytellmewhen he stops being an ass <VG>	1
1627	511639764148428801	hell yeah  drinking a colt 45 by <USER>  <URL>	0	0	1	7	1	0	4	<VG> yeah  drinking a colt 45 by <USER>  <URL>	hell <VG> yeah  drinking a colt 45 by <USER>  <URL>	1
1628	623536696756273152	where is boo with my damn b12	0	3	6	0	0	0	3	where is boo with my <VG> b12	where is boo with my damn <VG> b12	1
1629	577002975769427968	watching <USER> his ass is grass and i'm the lawn mower oldmanproblems lt;3	1	4	4	0	0	0	2	watching <USER> his <VG> is grass and i'm the lawn mower oldmanproblems lt;3	watching <USER> his ass <VG> is grass and i'm the lawn mower oldmanproblems lt;3	1
1630	517435405139206144	<USER> <USER> i'd say go to hell you hack but you're probably there already	5	3	1	0	0	0	1	<USER> <USER> i'd say go to <VG> you hack but you're probably there already	<USER> <USER> i'd say go to hell <VG> you hack but you're probably there already	1
1631	190905420594946048	<USER> holy shit dude did you grow up next to a power plant showeretiquette	1	5	2	0	1	0	2	<USER> holy <VG> dude did you grow up next to a power plant showeretiquette	<USER> holy shit <VG> dude did you grow up next to a power plant showeretiquette	1
1632	923992491988258816	damn the first episode already has me emotional strangerthings2	0	0	4	4	1	0	3	<VG> the first episode already has me emotional strangerthings2	damn <VG> the first episode already has me emotional strangerthings2	1
1633	906168280259362816	current model zero expectations double the effort fuck the last 3 months	4	3	2	0	0	0	2	current model zero expectations double the effort <VG> the last 3 months	current model zero expectations double the effort fuck <VG> the last 3 months	1
1634	387039073632006144	this new song by <USER> called nintendo is catchy as hell go find it on itunes and listen for yourself	0	0	2	3	3	0	2	this new song by <USER> called nintendo is catchy as <VG> go find it on itunes and listen for yourself	this new song by <USER> called nintendo is catchy as hell <VG> go find it on itunes and listen for yourself	1
1635	752260001012473856	4 take your ball and go the fuck home	5	3	0	0	0	0	1	4 take your ball and go the <VG> home	4 take your ball and go the fuck <VG> home	1
1636	232492639025508353	i need a bitch to make me coffee for real tho	1	5	2	0	0	0	2	i need a <VG> to make me coffee for real tho	i need a bitch <VG> to make me coffee for real tho	1
1637	2066087886	was delighted by drag me to hell it was as fun as a raimi horror movie should be	1	0	0	6	1	0	4	was delighted by drag me to <VG> it was as fun as a raimi horror movie should be	was delighted by drag me to hell <VG> it was as fun as a raimi horror movie should be	1
1638	442138554710638592	<USER> we're going to vegas bitch 	0	0	3	3	2	0	3	<USER> we're going to vegas <VG> 	<USER> we're going to vegas bitch <VG> 	1
1639	603685331536338944	damn jd is hot	0	2	0	6	0	0	4	<VG> jd is hot	damn <VG> jd is hot	1
1640	711731032232431616	<USER> noooo dammit i liked denise  what the hell poor tara	0	6	2	0	0	0	2	<USER> noooo dammit i liked denise  what the <VG> poor tara	<USER> noooo dammit i liked denise  what the hell <VG> poor tara	1
1641	468716732740161537	<USER> <USER> <USER> <USER> <USER> your wife been raped and tortured lately no shut the hell up then you sick man	7	1	0	0	0	0	1	<USER> <USER> <USER> <USER> <USER> your wife been raped and tortured lately no shut the <VG> up then you sick man	<USER> <USER> <USER> <USER> <USER> your wife been raped and tortured lately no shut the hell <VG> up then you sick man	1
1642	647427290771640321	<USER> would later but when the fuck is later it's been like 2-4 days and it's still the same you changed your name but 	3	3	2	0	0	0	2	<USER> would later but when the <VG> is later it's been like 2-4 days and it's still the same you changed your name but 	<USER> would later but when the fuck <VG> is later it's been like 2-4 days and it's still the same you changed your name but 	1
1643	881680176186183680	<USER> what the hell	0	5	3	0	0	0	2	<USER> what the <VG>	<USER> what the hell <VG>	1
1644	646862125152010240	oh shit this is so good <USER> <USER> <USER>	0	0	0	2	6	0	5	oh <VG> this is so good <USER> <USER> <USER>	oh shit <VG> this is so good <USER> <USER> <USER>	1
1645	686760955473195008	my nigga don't forget to change your youtube twitter <USER>  	0	1	3	3	0	1	3	my <VG> don't forget to change your youtube twitter <USER>  	my nigga <VG> don't forget to change your youtube twitter <USER>  	1
1646	1219974235	why did i write that last post like that damn facebook screws me up	1	6	1	0	0	0	2	why did i write that last post like that <VG> facebook screws me up	why did i write that last post like that damn <VG> facebook screws me up	1
1647	643127353414152193	<USER> jones could've gave us a td but fucking penalties are killing us	2	4	2	0	0	0	2	<USER> jones could've gave us a td but <VG> penalties are killing us	<USER> jones could've gave us a td but fucking <VG> penalties are killing us	1
1648	632730155505569792	so fucking annoyed	4	4	0	0	0	0	2	so <VG> annoyed	so fucking <VG> annoyed	1
1649	534719828141940737	<USER> just a lil ass from me to you	0	1	5	1	0	1	3	<USER> just a lil <VG> from me to you	<USER> just a lil ass <VG> from me to you	1
1650	799299288933269504	hell freezes over as microsoft joins the linux foundation  extremetech <URL> via <USER>	1	3	3	0	0	1	2	<VG> freezes over as microsoft joins the linux foundation  extremetech <URL> via <USER>	hell <VG> freezes over as microsoft joins the linux foundation  extremetech <URL> via <USER>	1
1651	383308392724709376	apparently lisa press left her gift bag at matt's kick ass barmitzvah but now we have it here for <URL>	0	1	3	4	0	0	4	apparently lisa press left her gift bag at matt's kick <VG> barmitzvah but now we have it here for <URL>	apparently lisa press left her gift bag at matt's kick ass <VG> barmitzvah but now we have it here for <URL>	1
1652	593576396020129792	man i cooked some bomb ass spaghetti tonight for dewight and his friend wifemeup	0	0	0	4	4	0	5	man i cooked some bomb <VG> spaghetti tonight for dewight and his friend wifemeup	man i cooked some bomb ass <VG> spaghetti tonight for dewight and his friend wifemeup	1
1653	507638896146911232	i don't play fair i play to win because life is not a fucking game	1	5	0	2	0	0	2	i don't play fair i play to win because life is not a <VG> game	i don't play fair i play to win because life is not a fucking <VG> game	1
1654	512717253012226048	ugh one year ago today i got my baby and now it looks like shit depressed <URL>	6	2	0	0	0	0	1	ugh one year ago today i got my baby and now it looks like <VG> depressed <URL>	ugh one year ago today i got my baby and now it looks like shit <VG> depressed <URL>	1
1655	441032533329731584	i'm seriously debating saving my dress for next year and not even going to prom since everyone is hell bent on ruining it for me	4	4	0	0	0	0	2	i'm seriously debating saving my dress for next year and not even going to prom since everyone is <VG> bent on ruining it for me	i'm seriously debating saving my dress for next year and not even going to prom since everyone is hell <VG> bent on ruining it for me	1
1656	1487167451	i just had a fascinating conversation about his new book make your own damn cheese everyone should read it	0	0	1	5	2	0	4	i just had a fascinating conversation about his new book make your own <VG> cheese everyone should read it	i just had a fascinating conversation about his new book make your own damn <VG> cheese everyone should read it	1
1657	626946603044114432	i went to watch southpaw and chris sale was pitching then when it got out all hell evidently had broken loose streakover whitesox	2	4	2	0	0	0	2	i went to watch southpaw and chris sale was pitching then when it got out all <VG> evidently had broken loose streakover whitesox	i went to watch southpaw and chris sale was pitching then when it got out all hell <VG> evidently had broken loose streakover whitesox	1
1658	855121487543533570	<USER> those damn hitler's birthday celebrating denverites	2	6	0	0	0	0	2	<USER> those <VG> hitler's birthday celebrating denverites	<USER> those damn <VG> hitler's birthday celebrating denverites	1
1659	753452008774959105	<USER> you sure that's not <USER> profile because quote i must live in a fucking cave lol	1	2	4	1	0	0	3	<USER> you sure that's not <USER> profile because quote i must live in a <VG> cave lol	<USER> you sure that's not <USER> profile because quote i must live in a fucking <VG> cave lol	1
1660	467757852820783104	<USER> bootleg relationshits lol u funny  does the bitch hair look like uncooked ramen noodles  omg im crying right now	2	3	1	1	0	1	2	<USER> bootleg relationshits lol u funny  does the <VG> hair look like uncooked ramen noodles  omg im crying right now	<USER> bootleg relationshits lol u funny  does the bitch <VG> hair look like uncooked ramen noodles  omg im crying right now	1
1661	253292062621962241	<USER> yo ho ho i just met ye and this be crazy here be my ship now swab it's deck or walk the plank you lazy matey	0	2	4	0	2	0	3	<USER> yo <VG> <VG> i just met ye and this be crazy here be my ship now swab it's deck or walk the plank you lazy matey	<USER> yo ho <VG> ho <VG> i just met ye and this be crazy here be my ship now swab it's deck or walk the plank you lazy matey	2
1662	361671789694304256	<USER> i did not mean to post that ahhahahahaha shit	0	4	1	3	0	0	2	<USER> i did not mean to post that ahhahahahaha <VG>	<USER> i did not mean to post that ahhahahahaha shit <VG>	1
1663	9828811768074240	<USER> if i weren't a christian i would pretty much be a hoe	0	3	4	1	0	0	3	<USER> if i weren't a christian i would pretty much be a <VG>	<USER> if i weren't a christian i would pretty much be a hoe <VG>	1
1664	570603786634469376	<USER> nude ass girls in short and tight dresses <URL> <URL>	0	2	6	0	0	0	3	<USER> nude <VG> girls in short and tight dresses <URL> <URL>	<USER> nude ass <VG> girls in short and tight dresses <URL> <URL>	1
1665	367743671354920960	someday someone is going to call me like hey you gave me your number at the bar when you were shitfaced whatssss upp	0	2	6	0	0	0	3	someday someone is going to call me like hey you gave me your number at the bar when you were <VG> whatssss upp	someday someone is going to call me like hey you gave me your number at the bar when you were shitfaced <VG> whatssss upp	1
1666	888478854158753792	wtf i got eaten alive at the top of the mountain by those annoying ass bugs yesterday	2	5	1	0	0	0	2	wtf i got eaten alive at the top of the mountain by those annoying <VG> bugs yesterday	wtf i got eaten alive at the top of the mountain by those annoying ass <VG> bugs yesterday	1
1667	162009422019829761	<USER> your twiticon is bad ass	0	0	1	3	4	0	5	<USER> your twiticon is bad <VG>	<USER> your twiticon is bad ass <VG>	1
1668	656653222262669312	there are so many things i want to do but investing in equipment is a pain in the ass	0	7	1	0	0	0	2	there are so many things i want to do but investing in equipment is a pain in the <VG>	there are so many things i want to do but investing in equipment is a pain in the ass <VG>	1
1669	656284783270567936	<USER> agree to disagree vicki acts like a 15 year old most times couldn't respect a woman that labels her daughter shit stirrer	2	5	1	0	0	0	2	<USER> agree to disagree vicki acts like a 15 year old most times couldn't respect a woman that labels her daughter <VG> stirrer	<USER> agree to disagree vicki acts like a 15 year old most times couldn't respect a woman that labels her daughter shit <VG> stirrer	1
1670	675062181264801795	<USER> also...they pissed off another dangerous entity <URL>	1	4	3	0	0	0	2	<USER> also...they <VG> off another dangerous entity <URL>	<USER> also...they pissed <VG> off another dangerous entity <URL>	1
1671	660953235734339584	damn that was ugly	1	6	0	0	0	0	2	<VG> that was ugly	damn <VG> that was ugly	1
1672	497161468526493696	<USER> hell yeah by rev theory	0	0	4	3	0	0	3	<USER> <VG> yeah by rev theory	<USER> hell <VG> yeah by rev theory	1
1673	3973698427	note to self don't eat figs when wisdom teeth are still healing and kanye west is an ass	0	7	0	0	0	0	2	note to self don't eat figs when wisdom teeth are still healing and kanye west is an <VG>	note to self don't eat figs when wisdom teeth are still healing and kanye west is an ass <VG>	1
1674	112564466352275456	i love when my brother gets people pissed off online haha	0	3	1	2	1	0	3	i love when my brother gets people <VG> off online haha	i love when my brother gets people pissed <VG> off online haha	1
1675	104661919683715072	hanging out in athens...laura is helping out the economy at the cooking equip store trader joes now cracker barrel	0	1	3	2	1	0	3	hanging out in athens...laura is helping out the economy at the cooking equip store trader joes now <VG> barrel	hanging out in athens...laura is helping out the economy at the cooking equip store trader joes now cracker <VG> barrel	1
1676	909735345884819456	<USER> girl same i got that dumbass class today	0	5	2	0	0	0	2	<USER> girl same i got that <VG> class today	<USER> girl same i got that dumbass <VG> class today	1
1677	315668766807707648	wth seriously kpop fans are not gna accept this shit giveuskpop <URL>	2	5	0	0	0	0	2	wth seriously kpop fans are not gna accept this <VG> giveuskpop <URL>	wth seriously kpop fans are not gna accept this shit <VG> giveuskpop <URL>	1
1678	936044279167938560	the shit you left doesn't cover the two months of free rent that you had i think that's all that really needs to be said	1	5	1	0	0	0	2	the <VG> you left doesn't cover the two months of free rent that you had i think that's all that really needs to be said	the shit <VG> you left doesn't cover the two months of free rent that you had i think that's all that really needs to be said	1
1679	159145816198610945	i'll get you next time bitches <USER> dog saves fellow pooch from owl attack one of her dogs ramadi <URL>	0	3	4	0	0	0	3	i'll get you next time <VG> <USER> dog saves fellow pooch from owl attack one of her dogs ramadi <URL>	i'll get you next time bitches <VG> <USER> dog saves fellow pooch from owl attack one of her dogs ramadi <URL>	1
1680	873161016305229825	<USER> <USER> allergic to wine did take a naproxen though and a shot of scotch p i'm not fond of ho <URL>	0	3	4	0	0	0	3	<USER> <USER> allergic to wine did take a naproxen though and a shot of scotch p i'm not fond of <VG> <URL>	<USER> <USER> allergic to wine did take a naproxen though and a shot of scotch p i'm not fond of ho <VG> <URL>	1
1681	891299999102808066	<USER> you definitely kick gj reporter ass gjco thatsgoodsports	0	2	2	2	1	0	3	<USER> you definitely kick gj reporter <VG> gjco thatsgoodsports	<USER> you definitely kick gj reporter ass <VG> gjco thatsgoodsports	1
1682	637349101647085568	one does not insult another's cooking because you think it looks like shit especially in the cooks house amp the cook heard it respect	2	2	2	1	0	0	2	one does not insult another's cooking because you think it looks like <VG> especially in the cooks house amp the cook heard it respect	one does not insult another's cooking because you think it looks like shit <VG> especially in the cooks house amp the cook heard it respect	1
1683	233307938008203264	<USER> great job ruining the game some more do you feel you are good at what you do oh you only answer people who kiss your ass	2	4	1	0	0	0	2	<USER> great job ruining the game some more do you feel you are good at what you do oh you only answer people who kiss your <VG>	<USER> great job ruining the game some more do you feel you are good at what you do oh you only answer people who kiss your ass <VG>	1
1684	464920779251920896	linds well staples sells staples we should go to dicks to help meghan out words of my twelve year old sister	0	3	3	1	0	0	3	linds well staples sells staples we should go to <VG> to help meghan out words of my twelve year old sister	linds well staples sells staples we should go to dicks <VG> to help meghan out words of my twelve year old sister	1
1685	499166180507389954	<USER> another one of my friends just got pregnant i said fuck that the only children i need in my life are sour patch kids	0	5	2	0	0	0	2	<USER> another one of my friends just got pregnant i said <VG> that the only children i need in my life are sour patch kids	<USER> another one of my friends just got pregnant i said fuck <VG> that the only children i need in my life are sour patch kids	1
1686	549431817716400128	i need to figure out what needs to be done to make me have motivation to do anything life is kicking my ass big time	1	4	2	0	0	0	2	i need to figure out what needs to be done to make me have motivation to do anything life is kicking my <VG> big time	i need to figure out what needs to be done to make me have motivation to do anything life is kicking my ass <VG> big time	1
1687	20690624741	swg humping  xfire video <URL> via <USER>	0	2	3	0	0	2	2	swg <VG>  xfire video <URL> via <USER>	swg humping <VG>  xfire video <URL> via <USER>	1
1688	508430795665838080	when your boyfriend fucking ignores you all day	3	4	0	0	0	0	2	when your boyfriend <VG> ignores you all day	when your boyfriend fucking <VG> ignores you all day	1
1689	713061566816632835	<USER> <USER> hell i sit at jr's puts you should see these guys they are hands down awesome	0	0	0	4	4	0	5	<USER> <USER> <VG> i sit at jr's puts you should see these guys they are hands down awesome	<USER> <USER> hell <VG> i sit at jr's puts you should see these guys they are hands down awesome	1
1690	14342984442	<USER> just had a thought about dw that blew my mind aaaaand pretty much destroys my ff if i take it into account well hell	0	5	2	0	0	1	2	<USER> just had a thought about dw that blew my mind aaaaand pretty much destroys my ff if i take it into account well <VG>	<USER> just had a thought about dw that blew my mind aaaaand pretty much destroys my ff if i take it into account well hell <VG>	1
